timestep,hh_1,hh_2,hh_3
930,55.654,379.14,420.05
931,54.56,805.12,670.08
932,54.56,305.2,1310
933,55.654,283.14,910.17
934,235.32,1181.2,2310.1
935,299.13,974.26,400.2
936,246.01,798.12,240.13
937,163.37,757.13,90.024
938,55.654,597.09,140.23
939,55.654,1377.2,140.07
940,128.36,1486.1,140.23
941,56.748,288.17,140.07
942,56.748,284.13,640.16
943,199.44,306.04,2790.1
944,467.16,1018.2,770.16
945,378.1,1841.1,460.08
946,252.51,473.05,210.18
947,54.56,469.18,160.16
948,52.539,397.06,150.19
949,44.662,399,150.19
950,52.539,384.21,130.1
951,55.654,387.08,160.16
952,53.633,390.12,420.03
953,42.891,431.03,360.03
954,151.27,424.16,340.2
955,442.07,412.24,2420.1
956,362.06,651.16,929.99
957,435.07,524.16,1710.2
958,337.12,850.12,990.15
959,241.37,1026.1,429.86
960,54.56,881.05,200.35
961,54.56,843.15,140.07
962,75.332,560.15,150.19
963,53.481,234.04,140.23
964,60.201,232.15,160.32
965,50.557,246.14,140.23
966,211.41,323.17,560.18
967,287.38,298.25,1400.1
968,54.56,540.99,110.13
969,55.654,243.15,680.2
970,54.56,239.15,190.03
971,54.56,243.18,160.32
